,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,umap_3d_x,umap_3d_y,umap_3d_z
3350,3350,"Trump's latest thinking on the task force, created in January to coordinate the response to the virus, came a day after Vice President Mike Pence and other officials said the group's work would be transferred to federal agencies as soon as this month. The idea drew fire from critics who said it was too soon to disband the group.",https://eu.usatoday.com/story/news/politics/2020/05/06/coronavirus-trump-says-task-force-continue-indefinitely/5171043002/,USA Today,trump-presidency,center,Non-biased,Entirely factual,[],5.3076944,4.2487893,4.318487
3351,3351,Trump's nomination of Amy Coney Barrett: Another step toward Christian fascism,https://www.alternet.org/2020/10/trumps-nomination-of-amy-coney-barrett-another-step-toward-christian-fascism/,Alternet,islam,,Biased,Expresses writer’s opinion,['fascism'],6.8920565,6.2131486,4.8809934
3352,3352,Trump's payroll tax ploy ploy endangers Social Security — and it will have to be paid back next year,https://www.alternet.org/2020/09/trumps-payroll-tax-ploy-ploy-endangers-social-security-and-it-will-have-to-be-paid-back-next-year/,Alternet,taxes,left,Biased,Expresses writer’s opinion,['ploy'],4.048029,5.338948,5.418559
3353,3353,"Trump's right-wing propaganda media have provided cover for his malfeasance. As such, they have made the crisis worse by circulating lies and disinformation to their gullible, ignorant audience. ",https://www.alternet.org/2020/04/were-on-the-edge-of-an-authoritarian-nightmare-investigative-journalist-explains-the-grave-dangers-of-this-pandemic-and-the-opportunity-it-offers-for-a-better-world/,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,"['propaganda', 'gullible', 'ignorant', 'lies', 'gullibe']",6.3817687,5.8890867,3.574621
3354,3354,Trump's 'task force' performance is an act -- he's still the same psychotic monster he always was,https://feeds.feedblitz.com/~/620165070/0/alternet_all~Trump%e2%80%99s-%e2%80%98task-force%e2%80%99-performance-is-an-act-%e2%80%94-he%e2%80%99s-still-the-same-psychotic-monster-he-always-was/,Alternet,vaccine,,Biased,Expresses writer’s opinion,"['psychotic', 'monster', 'act']",5.645161,5.8996754,3.3496819
3355,3355,Trump's unraveling series of blunders is costing American lives — and will test his 'Fifth Avenue shooting' theory,https://www.alternet.org/2020/03/trumps-unraveling-series-of-blunders-is-costing-american-lives-and-will-test-his-fifth-avenue-shooting-theory/,Alternet,vaccine,,Biased,Expresses writer’s opinion,"['unraveling', 'blunders']",5.6719947,5.4443336,3.5749834
3356,3356,"TrumpWorld also reflects the horrible surrealism of the film and novel ""Children of Men"" turned into a lived experience for America and the world. ",https://www.alternet.org/2020/07/nyu-fascism-expert-explains-the-next-moves-in-trumps-authoritarian-playbook-hes-a-fundamental-break-from-american-tradition/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['horrible', 'TrumpWorld']",6.003967,6.119799,3.6545515
3357,3357,"Trying to bar women from abortion is bad enough in regular times, but it seemed even more sadistic during a pandemic and an economic crash, when financial and health concerns weigh more heavily than ever on women deciding whether or not continue pregnancies.",https://www.alternet.org/2020/05/the-pandemic-has-triggered-an-abortion-crisis/,Alternet,abortion,left,Biased,Expresses writer’s opinion,['sadistic'],8.021161,5.163057,5.665777
3358,3358,"Tucker Carlson has been attempting to do the dirty anti-journalistic, pro-fascist work, of carrying the hoax water of Hunter Biden-gate for Trump.",https://www.alternet.org/2020/10/fox-news-tucker-carlson-inspires-mockery-as-he-claims/,Alternet,islam,,Biased,Expresses writer’s opinion,"['dirty', 'pro-fascist', 'hoax']",6.3898864,5.9272895,3.5252936
3359,3359,"Tuesday on Hill.TV, 2020 Democratic presidential candidate Marianne Williamson declared President Donald Trump has become a “megaphone” for white nationalism.",https://www.breitbart.com/clips/2019/07/30/marianne-williamson-trump-is-a-megaphone-for-white-nationalism-in-the-united-states/,Breitbart,white-nationalism,right,Non-biased,Somewhat factual but also opinionated,[],6.1215115,6.959658,3.4596157
3360,3360,Tuesday’s fundraiser was hardly the first time that Biden has made false accusations that Trump is sympathetic toward antisemitism.,http://feedproxy.google.com/~r/breitbart/~3/C0_KbG1EvEM/,Breitbart,marriage-equality,,Biased,Expresses writer’s opinion,"['hardly', 'false', 'accusations']",5.6362686,5.9892416,3.996115
3361,3361,"Tuesday’s nominating contests in New York, Kentucky and four other states featured progressives challenging older, establishment Democrats at a time of a national reckoning with racial injustice following the May 25 death of George Floyd, an unarmed Black man, while in Minneapolis police custody.",https://www.reuters.com/article/us-usa-election/aoc-other-progressive-us-democrats-fight-to-expand-influence-with-tuesday-primaries-idUSKBN23U1FU,Reuters,black lives matter,center,Non-biased,Entirely factual,[],5.3707285,7.2667003,5.0872335
3362,3362,"Tuesday's nominating contests in New York, Kentucky and several other states pitted establishment Democrats against challengers pushing for sweeping change after the May 25 death of George Floyd, a Black man, while in Minneapolis police custody.",https://uk.mobile.reuters.com/article/amp/idUKKBN23V2LZ,Reuters,black lives matter,center,Non-biased,Entirely factual,[],5.3662076,7.289362,5.087294
3363,3363,"Turner, a black woman herself, criticized Biden and argued that Sanders is a better choice for black voters across the country.",http://feedproxy.google.com/~r/breitbart/~3/GboMFi-AtMs/,Breitbart,marriage-equality,,Non-biased,Entirely factual,[],5.711204,7.172044,4.1434894
3364,3364,Twitter Boss Finds the Balls to Call Out Trump’s Race-War Tweet,https://www.thedailybeast.com/twitter-boss-finds-the-balls-to-call-out-trumps-race-war-tweetbut-this-is-just-the-beginning?source=twitter&via=desktop,Daily Beast,islam,,Biased,Expresses writer’s opinion,"['Balls', 'Race-War']",6.2374578,6.6579742,2.7911255
3365,3365,Twitter censored a post from Rep. Matt Gaetz (R-FL) after he suggested that Antifa terrorists should be treated in the same ways as Middle Eastern terrorists.,http://feedproxy.google.com/~r/breitbart/~3/dmXi2DTfQrU/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,"['Antifa', 'terrorists']",6.9673285,6.855454,2.6962514
3366,3366,Twitter Inc said on Friday video clips of U.S. President Donald Trump suggesting that scientists investigate inserting light or disinfectant into coronavirus patients did not violate its COVID-19 misinformation policy.,https://www.reuters.com/article/us-health-coronavirus-trump-twitter/twitter-allows-trump-disinfectant-videos-says-they-do-not-violate-covid-19-policy-idUSKCN2262SR,Reuters,vaccine,,Non-biased,Entirely factual,[],5.877942,4.090032,4.108683
3367,3367,"Twitter's ""Head of Site Integrity"" Yoel Roth boasts on his LinkedIn that he is in charge of ""developing and enforcing Twitter’s rules,"" like the one that led Twitter to slap a new ""misleading"" warning label on two of President Trump's tweets concerning nationwide mail-in balloting on Tuesday.",https://www.foxnews.com/politics/twitter-exec-in-charge-of-effort-to-fact-check-trump-has-history-of-anti-trump-posts-called-mcconnell-a-bag-of-farts.amp?__twitter_impression=trueHSTD,Fox News,marriage-equality,,Biased,Somewhat factual but also opinionated,['boasts'],6.491766,6.3558054,2.6287599
3368,3368,Two Democrats -- state Sens. Creigh Deeds and Chap Petersen -- joined with Republicans to defeat the measure.,https://www.foxnews.com/politics/virginia-senate-blocks-another-gun-bill,Federalist,gun-control,right,Non-biased,Entirely factual,[],5.566599,5.9784765,5.769684
3369,3369,"Two donors are making generous donations to healthcare workers in Charleston, South Carolina, during the coronavirus pandemic.",http://feedproxy.google.com/~r/breitbart/~3/mxh1rjIfyOo/,Breitbart,universal health care,right,Non-biased,Entirely factual,[],5.0039935,3.7797494,4.100789
3370,3370,Two Louisville police officers were shot and wounded during demonstrations on Wednesday night.,https://www.reuters.com/article/global-race-usa-louisville/lawyer-for-breonna-taylors-family-calls-for-release-of-grand-jury-evidence-idINKCN26G2L4,Reuters,black lives matter,center,Non-biased,Entirely factual,[],7.6826563,8.541512,1.6704277
3371,3371,Two Muslim men say they were booted off an Alaska Airlines flight in February because of text messages they sent in Arabic.,https://www.foxnews.com/travel/muslim-passengers-alaska-airlines-flight-arabic-texts,Fox News,islam,,Biased,Entirely factual,"['booted', 'off']",7.069336,5.481558,1.9301414
3372,3372,"Two police officers have been arrested for allegedly shoving an elderly man at a George Floyd protest in Buffalo, New York, on Thursday.",http://feedproxy.google.com/~r/breitbart/~3/3qvlewU69IA/,Breitbart,black lives matter,right,Non-biased,Somewhat factual but also opinionated,['allegedly'],8.012201,8.2963085,1.5742601
3373,3373,"Two Republican state attorneys general on Monday urged a federal appeals court to uphold the Obamacare federal healthcare law, saying that striking it down would be disruptive for patients, doctors, insurers and employers.",https://www.reuters.com/article/us-usa-trump-obamacare/two-republican-attorneys-general-urge-court-to-uphold-obamacare-idUSKCN1RD3DW,Reuters,universal health care,center,Non-biased,Entirely factual,[],5.3801174,5.7852488,6.5223136
3374,3374,"Two transgender sprinters, Yearwood, a senior at Cromwell High School, and Miller, a senior at Bloomfield High School, issued statements vehemently defending their right to run in girls events in response to the filing Thursday.",https://www.foxnews.com/us/connecticut-high-school-girls-lawsuit-transgender-athletes-sex-discrimination,Fox News,sport,right,Non-biased,Entirely factual,[],8.68388,4.9503837,1.7590156
3375,3375,"Two years after filling the streets of U.S. cities to protest the start of Donald Trump’s presidency, women will march again this weekend to try to build political pressure against him ahead of the 2020 elections.",https://www.reuters.com/article/us-usa-trump-women/in-third-year-u-s-womens-marches-turn-to-2020-elections-idUSKCN1PB2KH,Reuters,gender,center,Non-biased,Entirely factual,[],6.861827,6.8104563,4.4126654
3376,3376,"Two years after the Trump administration made the state-sanctioned kidnapping of children at the border official U.S. policy, the horrors around this crime against humanity continue to be exposed.",https://www.alternet.org/2020/06/unpublished-watchdog-report-exposes-the-continuing-horrors-of-trumps-family-separation-2-years-later/,Alternet,immigration,left,Biased,No agreement,"['kidnapping', 'horrors']",4.407502,6.6187043,1.978333
3377,3377,"Two years ago, America’s white nationalist movement stunned the country. Neo-Nazi demonstrations in Charlottesville, Virginia, had turned deadly when a far-right protester drove a car through a crowd, killing one and injuring dozens.",https://www.reuters.com/article/us-usa-white-nationalism-insight/el-paso-massacre-upends-white-nationalists-normalization-strategy-idUSKCN1UY2B5,Reuters,white-nationalism,center,Non-biased,Entirely factual,[],7.1008754,7.974474,2.645108
3378,3378,"Two-thirds of activists believe it’s justified to break the law to create “systemic change,” according to a new poll released Wednesday by the Altruist League.",https://thefederalist.com/2020/06/25/poll-two-thirds-of-activists-believe-breaking-the-law-for-their-cause-is-justified/,Federalist,marriage-equality,,Non-biased,Entirely factual,[],7.941298,7.9125257,2.3105564
3379,3379,"Typical of this new breed was the senior policeman we saw in Bristol, explaining why he hadn’t intervened when a bronze statue of Edward Colston, a slave trader but also one of the city’s main historic benefactors, was pulled down in broad daylight by a masked thugs.",http://feedproxy.google.com/~r/breitbart/~3/2RH0NVHEl6Q/,Breitbart,marriage-equality,,Biased,Expresses writer’s opinion,"['breed', 'thugs']",7.7966647,7.4022913,1.9434541
3380,3380,"U.S. Attorney General William Barr mounted a partisan attack on the Democratic Party in an interview that aired Sunday, claiming the left believes in “tearing down the system” and pursues absolute victory as “a substitute for religion.”",https://www.reuters.com/article/us-usa-congress-barr-idUSKCN25604Y?taid=5f30b380d7d51b0001835405&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,black lives matter,center,Non-biased,Somewhat factual but also opinionated,['claiming'],6.3999453,7.5915127,2.8697355
3381,3381,U.S. Attorney General William Barr said on Thursday that foreign interests and “extremist agitators” tied to the Antifa movement have tried to exploit nationwide protests over the latest in a long series of killings of black men by white police officers.,https://www.reuters.com/article/us-minneapolis-police-barr/attorney-general-barr-says-foreign-groups-extremists-stoking-divisions-in-us-protests-idUSKBN23B2GI,Reuters,blm,,Non-biased,Entirely factual,[],6.8477573,7.590018,2.644926
3382,3382,U.S. civil rights groups have enlisted the multinationals to help pressure the social media giant into taking concrete steps to block hate speech in the wake of the death of George Floyd and amid a national reckoning over racism.,https://www.reuters.com/article/us-facebook-ads-boycott/facebook-frustrates-advertisers-as-boycott-over-hate-speech-kicks-off-idUSKBN2424GS,Reuters,blm,,Non-biased,Entirely factual,[],7.5021114,6.2652864,2.3265915
3383,3383,"U.S. congressional Democrats on Saturday headed for a showdown with the Internal Revenue Service over President Donald Trump’s tax returns, setting a new hard deadline of April 23 for the federal tax agency to hand the documents over to lawmakers.",https://www.reuters.com/article/us-usa-trump-tax/house-panel-chairman-gives-irs-april-23-deadline-on-trump-taxes-idUSKCN1RP0C7?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.6918662,5.307953,5.577064
3384,3384,"U.S. Democratic presidential candidate Joe Biden would use taxes on the wealthy and corporations to pay for $3.2 trillion in promised investment in infrastructure, higher education and healthcare, according to an outline of his plans if he captures the White House.",https://www.reuters.com/article/us-usa-election-biden-tax/democrat-bidens-plan-would-raise-taxes-from-u-s-companies-that-pay-little-idUSKBN1Y82YA?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],3.9330146,6.558212,5.2742887
3385,3385,U.S. Democratic presidential front-runner Joe Biden on Tuesday angrily turned on an auto worker at a campaign stop when questioned whether he was going to take away people’s guns.,https://www.reuters.com/article/us-usa-election-biden-guns/biden-snaps-at-michigan-auto-worker-over-guns-curses-at-him-idUSKBN20X2NG?feedType=RSS&feedName=topNews,Reuters,gun control,center,Non-biased,Entirely factual,[],6.861811,9.12436,4.635582
3386,3386,"U.S. District Judge Reed O’Connor in Fort Worth, Texas, on Friday said that Obamacare, known formally as the 2010 Affordable Care Act (ACA), was unconstitutional based on its mandate requiring that people buy health insurance.",https://www.reuters.com/article/us-usa-healthcare-court/trump-hails-judges-ruling-against-obamacare-as-great-idUSKBN1OE0OQ?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],5.312662,5.72847,6.5935297
3387,3387,U.S. Education Secretary Betsy DeVos is withdrawing protections put in place by former President Barack Obama for students who have mismanaged or are defaulting on their college loans.,https://www.breitbart.com/politics/2017/04/12/ed-secretary-betsy-devos-rolls-back-obama-protections-for-student-loan-defaulters/,Breitbart,student-debt,right,Non-biased,Entirely factual,[],2.8197658,6.7909527,5.9204683
3388,3388,"U.S. firearms makers will be able within days to export as much as 20% more guns, including assault rifles and ammunition, under rules the Trump administration announced on Friday.",https://www.reuters.com/article/us-usa-firearms-export/u-s-eases-firearms-export-rules-officials-say-idUSKBN1ZG26F?il=0,Reuters,gun control,center,Biased,Entirely factual,[],7.272441,9.763789,4.4235015
3389,3389,U.S. gun makers American Outdoor and Strum Ruger & Company Inc RGR.N have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws.,https://www.reuters.com/article/us-american-outdoor-divestiture/american-outdoor-to-spin-off-smith-wesson-firearms-business-idUSKBN1XN2QT,Reuters,gun control,center,Non-biased,Entirely factual,[],7.300787,9.797018,4.379448
3390,3390,"U.S. gun sales have soared this year, sparked by fears of social unrest because of the pandemic, violence seen on the streets of American cities during protests for racial justice, and the turbulence over the presidential election.",https://www.reuters.com/article/usa-guns-fbi/spiking-us-gun-sales-deluge-fbis-background-check-system-cause-delays-idUSL8N2GB5RA,Reuters,gun control,center,Non-biased,Entirely factual,[],7.344508,9.818511,4.3145285
3391,3391,"U.S. health insurer Anthem Inc is pulling back from 16 of 19 pricing regions in California where it offered Obamacare options this year, state officials said on Tuesday.",https://www.reuters.com/article/us-anthem-california/anthem-to-cut-back-obamacare-plan-offerings-in-california-idUSKBN1AH5IE,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.8612957,5.4169145,6.763152
3392,3392,"U.S. health insurer Anthem Inc said on Wednesday it will not offer individual Obamacare plans in Maine in 2018, citing uncertainty over government operations, including whether it will provide subsidies to reduce costs under the Affordable Care Act.",https://www.reuters.com/article/usa-healthcare-anthem/update-2-anthem-will-not-sell-individual-obamacare-plans-in-maine-next-year-idUSL2N1M81CM,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.8859525,5.404481,6.79
3393,3393,"U.S. health insurer Centene Corp on Wednesday said it would buy smaller rival WellCare Health Plans Inc for $15.27 billion in stock and cash, in a move to bulk up its government-backed Medicare and Medicaid businesses while reducing exposure to Obamacare healthcare exchanges.",https://www.reuters.com/article/us-wellcare-m-a-centene/u-s-health-insurer-centene-to-buy-smaller-rival-wellcare-for-15-3-billion-idUSKCN1R80XQ?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.8912373,5.387672,6.787721
3394,3394,U.S. House Ways and Means Committee Chairman Richard Neal said on Friday he was consulting with counsel on how best to enforce his subpoena for President Donald Trump’s tax returns after Treasury Secretary Steven Mnuchin turned down his demand.,https://www.reuters.com/article/us-usa-trump-taxes-neal/democratic-lawmaker-to-turn-to-lawyers-over-trump-taxes-idUSKCN1SN2KV?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.6404827,5.2726765,5.6076784
3395,3395,U.S. immigration officials on Monday deported an Iranian student headed to a Boston university despite efforts by the American Civil Liberties Union and other advocates to block the removal.,https://www.reuters.com/article/us-usa-immigration-iran/us-deports-iranian-student-despite-aclu-efforts-to-block-his-removal-idUSKBN1ZK2R2,Reuters,immigration,center,Non-biased,Entirely factual,[],4.663602,6.135311,1.7816364
3396,3396,"U.S. intelligence assessments and experts have said that Saudi Crown Prince Mohammed bin Salman, who controls all levers of power in Saudi Arabia, likely ordered or at least knew about the killing of Washington Post columnist Jamal Khashoggi.",https://eu.usatoday.com/story/sports/soccer/2019/01/03/status-of-women-at-italian-game-in-sarabia-draws-criticism/38836589/,USA Today,international-politics-and-world-news,center,Non-biased,Entirely factual,[],5.408773,5.564761,1.4325267
3397,3397,"U.S. lawmakers will try this week to revive efforts to enact police reform legislation in Congress, a Republican senator said on Sunday, after moves to address police misconduct following the death of George Floyd deteriorated into partisan bickering.",https://www.reuters.com/article/us-minneapolis-police-congress-idUSKBN23Z0QV?utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook,Reuters,blm,,Non-biased,Entirely factual,[],8.13898,7.8262877,2.2127237
3398,3398,"U.S. Park Police walked back its claim on Friday that no ""tear gas"" was used to clear protesters in front of the White House before President Donald Trump crossed the street for his ill-fated photo-op on Monday.",https://www.alternet.org/2020/06/trump-claimed-no-tear-gas-was-used-on-white-house-protesters-now-a-us-official-that-was-based-on-a-mistake/,Alternet,black lives matter,left,Biased,Somewhat factual but also opinionated,"['ill-fated', 'photo-op']",6.2741337,7.62597,2.163402
3399,3399,U.S. President Donald Trump got a warm welcome from Indian Prime Minister Narendra Modi to kick off a whirlwind 36-hour tour of the world's largest democracy and announced the two countries were finalizing a $3 billion arms deal.,https://www.alternet.org/2020/02/trump-visits-modis-india-and-announces-3-billion-arms-deal-the-worst-kind-of-fascists/,Alternet,islam,,Non-biased,Entirely factual,[],5.0244555,5.855559,2.4200532
3400,3400,"U.S. President Donald Trump is doing well and is very healthy, White House adviser Kellyanne Conway told Fox News on Thursday, after a U.S. military official who worked at the White House was found to have been infected with the novel coronavirus.",https://www.reuters.com/article/us-health-coronavirus-usa-conway/trump-doing-well-after-presidents-valet-tests-positive-for-virus-conway-idUSKBN22J2W0,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],5.499602,4.273375,4.207076
3401,3401,"U.S. President Donald Trump is open to negotiations on another possible stimulus bill amid the novel coronavirus pandemic, but not the one put forward by House of Representatives Democrats, a White House spokeswoman said on Thursday.",https://www.reuters.com/article/us-health-coronavirus-usa-congress/trump-is-open-to-more-coronavirus-stimulus-but-not-democrats-plan-white-house-idUSKBN22Q2K6?feedType=RSS&feedName=topNews,Reuters,coronavirus,center,Non-biased,Entirely factual,[],4.665453,4.6787987,4.6352725
3402,3402,U.S. President Donald Trump landed in London on Monday for a NATO summit. Queen Elizabeth will host the NATO leaders at Buckingham Palace on Tuesday.,https://www.reuters.com/article/us-nato-summit-trump-arrival/u-s-president-trump-arrives-in-london-for-nato-summit-idUSKBN1Y62ER,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],4.997126,5.8934364,2.4348896
3403,3403,U.S. President Donald Trump on Friday signed a proclamation suspending entry of immigrants who will not be covered by health insurance within 30 days of entering the United States or do not have the means to pay for their healthcare costs themselves.,https://www.reuters.com/article/us-usa-immigration-healthcare/trump-suspends-entry-of-immigrants-who-cannot-pay-for-healthcare-idUSKBN1WK01J,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.428209,6.4437017,2.3844416
3404,3404,U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.,https://www.reuters.com/article/us-usa-trump-impeachment-presidency/trump-says-impeachment-will-become-routine-after-democrats-push-ahead-idUSKBN1Y91YW,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],5.735275,5.8902197,4.609683
3405,3405,"U.S. President Donald Trump pledged on Wednesday to deliver a better healthcare system than Obamacare if the Supreme Court tosses out his predecessor’s signature domestic achievement, a potentially hazardous claim as he seeks re-election.",https://www.reuters.com/article/us-usa-trump-healthcare/trump-says-he-can-produce-a-better-healthcare-plan-than-obamacare-idUSKCN1R82EE,Reuters,universal health care,center,Non-biased,No agreement,"['hazardous', 'claim']",5.072271,5.8713927,6.456604
3406,3406,"U.S. President Donald Trump retweeted a video showing one of his supporters in Florida shouting “white power” at protesters of his administration, drawing rebukes from allies and adversaries as protests continue in the aftermath of George Floyd’s death.",https://www.reuters.com/article/us-minneapolis-police-statues-trump/trump-takes-hard-line-on-u-s-monuments-threatens-force-against-protesters-idUSKBN23U1O7,Reuters,black lives matter,center,Biased,Entirely factual,[],6.598812,7.4414024,2.5941978
3407,3407,U.S. President Donald Trump said on Sunday he would raise tariffs to 25 percent from 10 percent on $200 billion of Chinese goods.,https://www.reuters.com/article/us-usa-trade-tariffs-explainer/explainer-who-pays-trumps-tariffs-china-and-other-exporters-or-u-s-customers-idUSKCN1SB0UF?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],4.159149,4.846015,3.1840696
3408,3408,U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.,https://uk.reuters.com/article/uk-usa-shutdown-trump-emergency/trump-says-likely-to-declare-emergency-if-no-deal-on-border-wall-idUKKCN1P41TL,Reuters,immigration,center,Non-biased,Entirely factual,[],4.6050224,6.622387,2.7225165
3409,3409,"U.S. President Donald Trump said on Tuesday he backed Bolivia’s interim President Jeanine Anez as she seeks “a peaceful democratic transition,” and he denounced ongoing violence in the country.",https://www.reuters.com/article/us-bolivia-morales-usa/trump-backs-bolivias-interim-president-denounces-violence-idUSKBN1YL2AQ,Reuters,trump-presidency,center,Non-biased,Entirely factual,[],5.5085654,6.6005273,2.3058877
3410,3410,"U.S. President Donald Trump said on Tuesday that the policies pushed by what he termed as “open border activists” were hurting the very people they supposedly aim to help, as he called illegal immigration one of the world’s must crucial challenges.",https://www.reuters.com/article/us-un-assembly-trump-immigration/trump-in-un-speech-attacks-policies-of-open-border-activists-as-evil-idUSKBN1W91ZQ,Reuters,blm,,Non-biased,Entirely factual,[],4.5150323,6.590556,2.390193
3411,3411,U.S. President Donald Trump said on Wednesday a tax cut for the middle class would be announced over the next 90 days.,https://www.reuters.com/article/us-davos-meeting-trump-tax/trump-says-middle-class-tax-cut-to-be-announced-over-next-90-days-fox-business-idUSKBN1ZL18X,Reuters,middle-class,center,Non-biased,Entirely factual,[],3.9224093,5.4018183,5.112202
3412,3412,"U.S. President Donald Trump sought to turn nationwide protests to his political advantage in a campaign appearance in the election swing state of Arizona on Tuesday, vowing to prevent “the left-wing mob” from pushing the United States into chaos.",https://www.reuters.com/article/us-usa-trump/trump-visits-arizona-amid-increase-in-coronavirus-cases-polling-worries-idUSKBN23U2YS,Reuters,blm,,Non-biased,Entirely factual,[],5.998718,7.3065767,2.6620946
3413,3413,"U.S. President Donald Trump’s businesses lost a total of more than $1 billion from 1985 to 1994, according to the New York Times, which said it obtained printouts from Trump’s official Internal Revenue Service tax transcripts.",https://www.reuters.com/article/us-usa-trump-taxes/trump-tax-returns-from-1985-to-1994-show-1-billion-in-losses-ny-times-idUSKCN1SD2R4?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.8255053,5.267447,5.4522038
3414,3414,U.S. President Donald Trump’s campaign believes he can turn Republicans’ biggest liability from last year’s congressional elections - the debate about the future of healthcare in America - into a winning issue for his reelection.,https://www.reuters.com/article/us-usa-election-trump/trump-campaign-views-healthcare-as-a-2020-campaign-weapon-idUSKCN1SU12T?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],5.10945,6.017404,6.1159806
3415,3415,U.S. President Donald Trump’s former personal lawyer Michael Cohen said on Wednesday that Trump has not released his tax returns because he feared that public scrutiny would lead to an audit and tax penalties.,https://www.reuters.com/article/us-usa-trump-russia-taxes/cohen-trump-feared-audit-if-he-released-tax-returns-idUSKCN1QG2X7,Reuters,taxes,center,Non-biased,Entirely factual,[],2.7321868,5.246098,5.525821
3416,3416,"U.S. prosecutors on Friday unveiled charges against 18 Portland, Oregon protesters ranging from assaulting police to arson and trespassing, a day after the Trump administration expanded the deployment of tactical police to Seattle.",https://in.reuters.com/article/global-race-portland-protests/thousands-gather-outside-central-police-precinct-as-portland-protests-continue-idINKCN24P0NW,Reuters,black lives matter,center,Biased,Entirely factual,[],7.1220613,8.267239,1.6944355
3417,3417,"U.S. Rep. Steve King, under fire for defending white nationalism and white supremacism is now endorsing President Trump’s desire to declare a national emergency to build his wall.",https://www.alternet.org/2019/01/racist-congressman-wants-trump-to-illegally-declare-a-state-of-emergency-so-the-border-wall-can-serve-as-a-monument-to-the-rule-of-law/,Alternet,immigration,left,Biased,Somewhat factual but also opinionated,['white'],5.375693,6.808497,2.7664168
3418,3418,"U.S. Representative Alexandria Ocasio-Cortez on Thursday promoted her ambitious welfare legislation to constituents in her home district in New York, finding a friendlier audience than she often encounters in the glare of Washington.",https://www.reuters.com/article/us-usa-politics-ocasio-cortez/ocasio-cortez-sells-ambitious-u-s-welfare-legislation-in-home-district-idUSKBN1WJ07J,Reuters,middle-class,center,Non-biased,Somewhat factual but also opinionated,[],4.369939,7.4899707,4.7590213
3419,3419,"U.S. Senator Elizabeth Warren, who has emerged as a top contender to challenge Republican President Donald Trump, has faced criticism from moderate rivals including former Vice President Joe Biden over her Medicare for All proposal, which would eventually eliminate most private insurance in favor of a government-run plan.",https://www.reuters.com/article/us-usa-election-debate-healthcare/healthcare-tangles-in-democratic-white-house-race-could-carry-risk-in-2020-polls-show-idUSKBN1XU16M?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.560126,6.5494814,5.770871
3420,3420,"U.S. Senator Amy Klobuchar on Monday will become the third 2020 Democratic presidential candidate in as many days to leave the race, her campaign confirmed, and she and fellow moderate Pete Buttigieg plan to endorse former Vice President Joe Biden.",https://www.foxnews.com/politics/klobuchar-buttigieg-drop-out-said-to-back-biden,Fox News,islam,,Non-biased,Entirely factual,[],5.5043373,7.176539,4.909228
3421,3421,"U.S. specialty healthcare benefits manager eviCore is exploring a sale of the company or an initial public offering, hoping for a valuation of more than $4 billion, including debt, people familiar with the matter said on Thursday.",https://www.reuters.com/article/us-evicore-healthcare-m-a-idUSKBN1802S2,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.932256,5.4004374,6.7512937
3422,3422,"U.S. Treasury Secretary Steven Mnuchin failed to meet a final congressional deadline on Tuesday for turning over President Donald Trump’s tax returns to lawmakers, setting the stage for a possible court battle between Congress and the administration.",https://www.reuters.com/article/us-usa-trump-tax/treasurys-mnuchin-misses-congressional-deadline-to-hand-over-trump-tax-returns-idUSKCN1RZ0W8?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.659485,5.2975683,5.5936065
